id,title,categories,abstract,doi,created,updated,authors
2111.00970,hex2vec -- context-aware embedding h3 hexagons with openstreetmap tags,cs.lg cs.ai,"representation learning of spatial and geographic data is a rapidly developing field which allows for similarity detection between areas and high-quality inference using deep neural networks. past approaches however concentrated on embedding raster imagery (maps, street or satellite photos), mobility data or road networks. in this paper we propose the first approach to learning vector representations of openstreetmap regions with respect to urban functions and land-use in a micro-region grid. we identify a subset of osm tags related to major characteristics of land-use, building and urban region functions, types of water, green or other natural areas. through manual verification of tagging quality, we selected 36 cities were for training region representations. uber's h3 index was used to divide the cities into hexagons, and osm tags were aggregated for each hexagon. we propose the hex2vec method based on the skip-gram model with negative sampling. the resulting vector representations showcase semantic structures of the map characteristics, similar to ones found in vector-based language models. we also present insights from region similarity detection in six polish cities and propose a region typology obtained through agglomerative clustering.",10.1145/3486635.3491076,2021-11-01,,"['szymon woźniak', 'piotr szymański']"
2111.00977,fast convolution based on winograd minimum filtering: introduction and   development,cs.ai cs.ar,"convolutional neural network (cnn) has been widely used in various fields and played an important role. convolution operators are the fundamental component of convolutional neural networks, and it is also the most time-consuming part of network training and inference. in recent years, researchers have proposed several fast convolution algorithms including fft and winograd. among them, winograd convolution significantly reduces the multiplication operations in convolution, and it also takes up less memory space than fft convolution. therefore, winograd convolution has quickly become the first choice for fast convolution implementation within a few years. at present, there is no systematic summary of the convolution algorithm. this article aims to fill this gap and provide detailed references for follow-up researchers. this article summarizes the development of winograd convolution from the three aspects of algorithm expansion, algorithm optimization, implementation, and application, and finally makes a simple outlook on the possible future directions.",10.5121/csit.2021.111716,2021-11-01,,"['gan tong', 'libo huang']"
2111.00987,modelling the transition to a low-carbon energy supply,econ.gn cs.ai cs.lg cs.ma q-fin.ec,"a transition to a low-carbon electricity supply is crucial to limit the impacts of climate change. reducing carbon emissions could help prevent the world from reaching a tipping point, where runaway emissions are likely. runaway emissions could lead to extremes in weather conditions around the world -- especially in problematic regions unable to cope with these conditions. however, the movement to a low-carbon energy supply can not happen instantaneously due to the existing fossil-fuel infrastructure and the requirement to maintain a reliable energy supply. therefore, a low-carbon transition is required, however, the decisions various stakeholders should make over the coming decades to reduce these carbon emissions are not obvious. this is due to many long-term uncertainties, such as electricity, fuel and generation costs, human behaviour and the size of electricity demand. a well choreographed low-carbon transition is, therefore, required between all of the heterogenous actors in the system, as opposed to changing the behaviour of a single, centralised actor. the objective of this thesis is to create a novel, open-source agent-based model to better understand the manner in which the whole electricity market reacts to different factors using state-of-the-art machine learning and artificial intelligence methods. in contrast to other works, this thesis looks at both the long-term and short-term impact that different behaviours have on the electricity market by using these state-of-the-art methods.",,2021-09-25,,['alexander kell']
2111.00990,transfer learning approach to bicycle-sharing systems' station location   planning using openstreetmap data,cs.lg cs.ai,"bicycle-sharing systems (bss) have become a daily reality for many citizens of larger, wealthier cities in developed regions. however, planning the layout of bicycle-sharing stations usually requires expensive data gathering, surveying travel behavior and trip modelling followed by station layout optimization. many smaller cities and towns, especially in developing areas, may have difficulty financing such projects. planning a bss also takes a considerable amount of time. yet as the pandemic has shown us, municipalities will face the need to adapt rapidly to mobility shifts, which include citizens leaving public transport for bicycles. laying out a bike sharing system quickly will become critical in addressing the increase in bike demand. this paper addresses the problem of cost and time in bss layout design and proposes a new solution to streamline and facilitate the process of such planning by using spatial embedding methods. based only on publicly available data from openstreetmap, and station layouts from 34 cities in europe, a method has been developed to divide cities into micro-regions using the uber h3 discrete global grid system and to indicate regions where it is worth placing a station based on existing systems in different cities using transfer learning. the result of the work is a mechanism to support planners in their decision making when planning a station layout with a choice of reference cities.",10.1145/3486626.3493434,2021-11-01,,"['kamil raczycki', 'piotr szymański']"
2111.01016,gomoku: analysis of the game and of the player wine,cs.ai,"gomoku, also known as five in a row, is a classical board game, ideally suited for quickly testing novel artificial intelligence (ai) techniques. with the aim of facilitating a developer willing to write a new gomoku player, in this report we present an analysis of the main game concepts and strategies, which is wider and deeper than existing ones. moreover, after discussing the general structure of an artificial player, we present and analyse a strong gomoku player, named wine, the code of which is freely available on the internet and which is an excelent example of how a modern player is organised.",,2021-11-01,,"['lorenzo piazzo', 'michele scarpiniti', 'enzo baccarelli']"
2111.01026,introspective distillation for robust question answering,cs.cv cs.ai cs.cl,"question answering (qa) models are well-known to exploit data bias, e.g., the language prior in visual qa and the position bias in reading comprehension. recent debiasing methods achieve good out-of-distribution (ood) generalizability with a considerable sacrifice of the in-distribution (id) performance. therefore, they are only applicable in domains where the test distribution is known in advance. in this paper, we present a novel debiasing method called introspective distillation (introd) to make the best of both worlds for qa. our key technical contribution is to blend the inductive bias of ood and id by introspecting whether a training sample fits in the factual id world or the counterfactual ood one. experiments on visual qa datasets vqa v2, vqa-cp, and reading comprehension dataset squad demonstrate that our proposed introd maintains the competitive ood performance compared to other debiasing methods, while sacrificing little or even achieving better id performance compared to the non-debiasing ones.",,2021-11-01,,"['yulei niu', 'hanwang zhang']"
2111.01042,logic rules meet deep learning: a novel approach for ship type   classification,cs.ai,"the shipping industry is an important component of the global trade and economy, however in order to ensure law compliance and safety it needs to be monitored. in this paper, we present a novel ship type classification model that combines vessel transmitted data from the automatic identification system, with vessel imagery. the main components of our approach are the faster r-cnn deep neural network and a neuro-fuzzy system with if-then rules. we evaluate our model using real world data and showcase the advantages of this combination while also compare it with other methods. results show that our model can increase prediction scores by up to 15.4\% when compared with the next best model we considered, while also maintaining a level of explainability as opposed to common black box approaches.",,2021-11-01,,"['manolis pitsikalis', 'thanh-toan do', 'alexei lisitsa', 'shan luo']"
2111.01048,most-gan: 3d morphable stylegan for disentangled face image manipulation,cs.cv cs.ai cs.gr cs.lg,"recent advances in generative adversarial networks (gans) have led to remarkable achievements in face image synthesis. while methods that use style-based gans can generate strikingly photorealistic face images, it is often difficult to control the characteristics of the generated faces in a meaningful and disentangled way. prior approaches aim to achieve such semantic control and disentanglement within the latent space of a previously trained gan. in contrast, we propose a framework that a priori models physical attributes of the face such as 3d shape, albedo, pose, and lighting explicitly, thus providing disentanglement by design. our method, most-gan, integrates the expressive power and photorealism of style-based gans with the physical disentanglement and flexibility of nonlinear 3d morphable models, which we couple with a state-of-the-art 2d hair manipulation network. most-gan achieves photorealistic manipulation of portrait images with fully disentangled 3d control over their physical attributes, enabling extreme manipulation of lighting, facial expression, and pose variations up to full profile view.",,2021-11-01,,"['safa c. medin', 'bernhard egger', 'anoop cherian', 'ye wang', 'joshua b. tenenbaum', 'xiaoming liu', 'tim k. marks']"
2111.01100,investigation of independent reinforcement learning algorithms in   multi-agent environments,cs.ma cs.ai cs.lg,"independent reinforcement learning algorithms have no theoretical guarantees for finding the best policy in multi-agent settings. however, in practice, prior works have reported good performance with independent algorithms in some domains and bad performance in others. moreover, a comprehensive study of the strengths and weaknesses of independent algorithms is lacking in the literature. in this paper, we carry out an empirical comparison of the performance of independent algorithms on four pettingzoo environments that span the three main categories of multi-agent environments, i.e., cooperative, competitive, and mixed. we show that in fully-observable environments, independent algorithms can perform on par with multi-agent algorithms in cooperative and competitive settings. for the mixed environments, we show that agents trained via independent algorithms learn to perform well individually, but fail to learn to cooperate with allies and compete with enemies. we also show that adding recurrence improves the learning of independent algorithms in cooperative partially observable environments.",,2021-11-01,,"['ken ming lee', 'sriram ganapathi subramanian', 'mark crowley']"
2111.01104,notmad: estimating bayesian networks with sample-specific structures and   parameters,stat.ml cs.ai cs.lg,"context-specific bayesian networks (i.e. directed acyclic graphs, dags) identify context-dependent relationships between variables, but the non-convexity induced by the acyclicity requirement makes it difficult to share information between context-specific estimators (e.g. with graph generator functions). for this reason, existing methods for inferring context-specific bayesian networks have favored breaking datasets into subsamples, limiting statistical power and resolution, and preventing the use of multidimensional and latent contexts. to overcome this challenge, we propose notears-optimized mixtures of archetypal dags (notmad). notmad models context-specific bayesian networks as the output of a function which learns to mix archetypal networks according to sample context. the archetypal networks are estimated jointly with the context-specific networks and do not require any prior knowledge. we encode the acyclicity constraint as a smooth regularization loss which is back-propagated to the mixing function; in this way, notmad shares information between context-specific acyclic graphs, enabling the estimation of bayesian network structures and parameters at even single-sample resolution. we demonstrate the utility of notmad and sample-specific network inference through analysis and experiments, including patient-specific gene expression networks which correspond to morphological variation in cancer.",,2021-11-01,,"['ben lengerich', 'caleb ellington', 'bryon aragam', 'eric p. xing', 'manolis kellis']"
2111.01118,rebooting acgan: auxiliary classifier gans with stable training,cs.cv cs.ai cs.lg,"conditional generative adversarial networks (cgan) generate realistic images by incorporating class information into gan. while one of the most popular cgans is an auxiliary classifier gan with softmax cross-entropy loss (acgan), it is widely known that training acgan is challenging as the number of classes in the dataset increases. acgan also tends to generate easily classifiable samples with a lack of diversity. in this paper, we introduce two cures for acgan. first, we identify that gradient exploding in the classifier can cause an undesirable collapse in early training, and projecting input vectors onto a unit hypersphere can resolve the problem. second, we propose the data-to-data cross-entropy loss (d2d-ce) to exploit relational information in the class-labeled dataset. on this foundation, we propose the rebooted auxiliary classifier generative adversarial network (reacgan). the experimental results show that reacgan achieves state-of-the-art generation results on cifar10, tiny-imagenet, cub200, and imagenet datasets. we also verify that reacgan benefits from differentiable augmentations and that d2d-ce harmonizes with stylegan2 architecture. model weights and a software package that provides implementations of representative cgans and all experiments in our paper are available at https://github.com/postech-cvlab/pytorch-studiogan.",,2021-11-01,,"['minguk kang', 'woohyeon shim', 'minsu cho', 'jaesik park']"
2111.01122,"stakeholder participation in ai: beyond ""add diverse stakeholders and   stir""",cs.ai cs.cy cs.hc,"there is a growing consensus in hci and ai research that the design of ai systems needs to engage and empower stakeholders who will be affected by ai. however, the manner in which stakeholders should participate in ai design is unclear. this workshop paper aims to ground what we dub a 'participatory turn' in ai design by synthesizing existing literature on participation and through empirical analysis of its current practices via a survey of recent published research and a dozen semi-structured interviews with ai researchers and practitioners. based on our literature synthesis and empirical research, this paper presents a conceptual framework for analyzing participatory approaches to ai design and articulates a set of empirical findings that in ensemble detail out the contemporary landscape of participatory practice in ai design. these findings can help bootstrap a more principled discussion on how pd of ai should move forward across ai, hci, and other research communities.",,2021-11-01,,"['fernando delgado', 'stephen yang', 'michael madaio', 'qian yang']"
2111.01124,when does contrastive learning preserve adversarial robustness from   pretraining to finetuning?,cs.cv cs.ai cs.lg,"contrastive learning (cl) can learn generalizable feature representations and achieve the state-of-the-art performance of downstream tasks by finetuning a linear classifier on top of it. however, as adversarial robustness becomes vital in image classification, it remains unclear whether or not cl is able to preserve robustness to downstream tasks. the main challenge is that in the self-supervised pretraining + supervised finetuning paradigm, adversarial robustness is easily forgotten due to a learning task mismatch from pretraining to finetuning. we call such a challenge 'cross-task robustness transferability'. to address the above problem, in this paper we revisit and advance cl principles through the lens of robustness enhancement. we show that (1) the design of contrastive views matters: high-frequency components of images are beneficial to improving model robustness; (2) augmenting cl with pseudo-supervision stimulus (e.g., resorting to feature clustering) helps preserve robustness without forgetting. equipped with our new designs, we propose advcl, a novel adversarial contrastive pretraining framework. we show that advcl is able to enhance cross-task robustness transferability without loss of model accuracy and finetuning efficiency. with a thorough experimental study, we demonstrate that advcl outperforms the state-of-the-art self-supervised robust learning methods across multiple datasets (cifar-10, cifar-100, and stl-10) and finetuning schemes (linear evaluation and full model finetuning).",,2021-11-01,,"['lijie fan', 'sijia liu', 'pin-yu chen', 'gaoyuan zhang', 'chuang gan']"
2111.01131,hierarchical decision ensembles- an inferential framework for uncertain   human-ai collaboration in forensic examinations,cs.hc cs.ai cs.lg stat.ap,"forensic examination of evidence like firearms and toolmarks, traditionally involves a visual and therefore subjective assessment of similarity of two questioned items. statistical models are used to overcome this subjectivity and allow specification of error rates. these models are generally quite complex and produce abstract results at different levels of the analysis. presenting such metrics and complicated results to examiners is challenging, as examiners generally do not have substantial statistical training to accurately interpret results. this creates distrust in statistical modelling and lowers the rate of acceptance of more objective measures that the discipline at large is striving for. we present an inferential framework for assessing the model and its output. the framework is designed to calibrate trust in forensic experts by bridging the gap between domain specific knowledge and predictive model results, allowing forensic examiners to validate the claims of the predictive model while critically assessing results.",,2021-10-31,,"['ganesh krishnan', 'heike hofmann']"
2111.01136,asmdd: arabic speech mispronunciation detection dataset,cs.cl cs.ai cs.lg cs.ni,"the largest dataset of arabic speech mispronunciation detections in egyptian dialogues is introduced. the dataset is composed of annotated audio files representing the top 100 words that are most frequently used in the arabic language, pronounced by 100 egyptian children (aged between 2 and 8 years old). the dataset is collected and annotated on segmental pronunciation error detections by expert listeners.",,2021-11-01,,"['salah a. aly', 'abdelrahman salah', 'hesham m. eraqi']"
2111.01186,combining latent space and structured kernels for bayesian optimization   over combinatorial spaces,cs.lg cs.ai,"we consider the problem of optimizing combinatorial spaces (e.g., sequences, trees, and graphs) using expensive black-box function evaluations. for example, optimizing molecules for drug design using physical lab experiments. bayesian optimization (bo) is an efficient framework for solving such problems by intelligently selecting the inputs with high utility guided by a learned surrogate model. a recent bo approach for combinatorial spaces is through a reduction to bo over continuous spaces by learning a latent representation of structures using deep generative models (dgms). the selected input from the continuous space is decoded into a discrete structure for performing function evaluation. however, the surrogate model over the latent space only uses the information learned by the dgm, which may not have the desired inductive bias to approximate the target black-box function. to overcome this drawback, this paper proposes a principled approach referred as ladder. the key idea is to define a novel structure-coupled kernel that explicitly integrates the structural information from decoded structures with the learned latent space representation for better surrogate modeling. our experiments on real-world benchmarks show that ladder significantly improves over the bo over latent space method, and performs better or similar to state-of-the-art methods.",,2021-11-01,,"['aryan deshwal', 'janardhan rao doppa']"
2111.01201,unintended selection: persistent qualification rate disparities and   interventions,cs.lg cs.ai cs.gt cs.sy eess.sy,"realistically -- and equitably -- modeling the dynamics of group-level disparities in machine learning remains an open problem. in particular, we desire models that do not suppose inherent differences between artificial groups of people -- but rather endogenize disparities by appeal to unequal initial conditions of insular subpopulations. in this paper, agents each have a real-valued feature $x$ (e.g., credit score) informed by a ""true"" binary label $y$ representing qualification (e.g., for a loan). each agent alternately (1) receives a binary classification label $\hat{y}$ (e.g., loan approval) from a bayes-optimal machine learning classifier observing $x$ and (2) may update their qualification $y$ by imitating successful strategies (e.g., seek a raise) within an isolated group $g$ of agents to which they belong. we consider the disparity of qualification rates $\pr(y=1)$ between different groups and how this disparity changes subject to a sequence of bayes-optimal classifiers repeatedly retrained on the global population. we model the evolving qualification rates of each subpopulation (group) using the replicator equation, which derives from a class of imitation processes. we show that differences in qualification rates between subpopulations can persist indefinitely for a set of non-trivial equilibrium states due to uniformed classifier deployments, even when groups are identical in all aspects except initial qualification densities. we next simulate the effects of commonly proposed fairness interventions on this dynamical system along with a new feedback control mechanism capable of permanently eliminating group-level qualification rate disparities. we conclude by discussing the limitations of our model and findings and by outlining potential future work.",,2021-11-01,,"['reilly raab', 'yang liu']"
2111.01203,one proxy device is enough for hardware-aware neural architecture search,cs.lg cs.ai,"convolutional neural networks (cnns) are used in numerous real-world applications such as vision-based autonomous driving and video content analysis. to run cnn inference on various target devices, hardware-aware neural architecture search (nas) is crucial. a key requirement of efficient hardware-aware nas is the fast evaluation of inference latencies in order to rank different architectures. while building a latency predictor for each target device has been commonly used in state of the art, this is a very time-consuming process, lacking scalability in the presence of extremely diverse devices. in this work, we address the scalability challenge by exploiting latency monotonicity -- the architecture latency rankings on different devices are often correlated. when strong latency monotonicity exists, we can re-use architectures searched for one proxy device on new target devices, without losing optimality. in the absence of strong latency monotonicity, we propose an efficient proxy adaptation technique to significantly boost the latency monotonicity. finally, we validate our approach and conduct experiments with devices of different platforms on multiple mainstream search spaces, including mobilenet-v2, mobilenet-v3, nas-bench-201, proxylessnas and fbnet. our results highlight that, by using just one proxy device, we can find almost the same pareto-optimal architectures as the existing per-device nas, while avoiding the prohibitive cost of building a latency predictor for each device. github: https://github.com/ren-research/oneproxy",10.1145/3491046,2021-11-01,2021-11-02,"['bingqian lu', 'jianyi yang', 'weiwen jiang', 'yiyu shi', 'shaolei ren']"
2111.01216,learning to generate piano music with sustain pedals,cs.sd cs.ai cs.lg eess.as,"recent years have witnessed a growing interest in research related to the detection of piano pedals from audio signals in the music information retrieval community. however, to our best knowledge, recent generative models for symbolic music have rarely taken piano pedals into account. in this work, we employ the transcription model proposed by kong et al. to get pedal information from the audio recordings of piano performance in the ailabs1k7 dataset, and then modify the compound word transformer proposed by hsiao et al. to build a transformer decoder that generates pedal-related tokens along with other musical tokens. while the work is done by using inferred sustain pedal information as training data, the result shows hope for further improvement and the importance of the involvement of sustain pedal in tasks of piano performance generations.",,2021-11-01,,"['joann ching', 'yi-hsuan yang']"
2111.01225,identifying causal associations in tweets using deep learning: use case   on diabetes-related tweets from 2017-2021,cs.cl cs.ai cs.lg,"objective: leveraging machine learning methods, we aim to extract both explicit and implicit cause-effect associations in patient-reported, diabetes-related tweets and provide a tool to better understand opinion, feelings and observations shared within the diabetes online community from a causality perspective. materials and methods: more than 30 million diabetes-related tweets in english were collected between april 2017 and january 2021. deep learning and natural language processing methods were applied to focus on tweets with personal and emotional content. a cause-effect-tweet dataset was manually labeled and used to train 1) a fine-tuned bertweet model to detect causal sentences containing a causal association 2) a crf model with bert based features to extract possible cause-effect associations. causes and effects were clustered in a semi-supervised approach and visualised in an interactive cause-effect-network. results: causal sentences were detected with a recall of 68% in an imbalanced dataset. a crf model with bert based features outperformed a fine-tuned bert model for cause-effect detection with a macro recall of 68%. this led to 96,676 sentences with cause-effect associations. ""diabetes"" was identified as the central cluster followed by ""death"" and ""insulin"". insulin pricing related causes were frequently associated with ""death"". conclusions: a novel methodology was developed to detect causal sentences and identify both explicit and implicit, single and multi-word cause and corresponding effect as expressed in diabetes-related tweets leveraging bert-based architectures and visualised as cause-effect-network. extracting causal associations on real-life, patient reported outcomes in social media data provides a useful complementary source of information in diabetes research.",,2021-11-01,2021-11-04,"['adrian ahne', 'vivek khetan', 'xavier tannier', 'md imbessat hassan rizvi', 'thomas czernichow', 'francisco orchard', 'charline bour', 'andrew fano', 'guy fagherazzi']"
2111.01235,low-cost algorithmic recourse for users with uncertain cost functions,cs.lg cs.ai cs.cl,"the problem of identifying algorithmic recourse for people affected by machine learning model decisions has received much attention recently. some recent works model user-incurred cost, which is directly linked to user satisfaction. but they assume a single global cost function that is shared across all users. this is an unrealistic assumption when users have dissimilar preferences about their willingness to act upon a feature and different costs associated with changing that feature. in this work, we formalize the notion of user-specific cost functions and introduce a new method for identifying actionable recourses for users. by default, we assume that users' cost functions are hidden from the recourse method, though our framework allows users to partially or completely specify their preferences or cost function. we propose an objective function, expected minimum cost (emc), based on two key ideas: (1) when presenting a set of options to a user, it is vital that there is at least one low-cost solution the user could adopt; (2) when we do not know the user's true cost function, we can approximately optimize for user satisfaction by first sampling plausible cost functions, then finding a set that achieves a good cost for the user in expectation. we optimize emc with a novel discrete optimization algorithm, cost-optimized local search (cols), which is guaranteed to improve the recourse set quality over iterations. experimental evaluation on popular real-world datasets with simulated user costs demonstrates that our method satisfies up to 25.89 percentage points more users compared to strong baseline methods. using standard fairness metrics, we also show that our method can provide more fair solutions across demographic groups than comparable methods, and we verify that our method is robust to misspecification of the cost function distribution.",,2021-11-01,,"['prateek yadav', 'peter hase', 'mohit bansal']"
2111.01236,hrvit: multi-scale high-resolution vision transformer,cs.cv cs.ai cs.lg,"vision transformers (vits) have attracted much attention for their superior performance on computer vision tasks. to address their limitations of single-scale low-resolution representations, prior work adapts vits to high-resolution dense prediction tasks with hierarchical architectures to generate pyramid features. however, multi-scale representation learning is still under-explored on vits, given their classification-like sequential topology. to enhance vits with more capability to learn semantically-rich and spatially-precise multi-scale representations, in this work, we present an efficient integration of high-resolution multi-branch architectures with vision transformers, dubbed hrvit, pushing the pareto front of dense prediction tasks to a new level. we explore heterogeneous branch design, reduce the redundancy in linear layers, and augment the model nonlinearity to balance the model performance and hardware efficiency. the proposed hrvit achieves 50.20% miou on ade20k and 83.16% miou on cityscapes for semantic segmentation tasks, surpassing state-of-the-art mit and cswin with an average of +1.78 miou improvement, 28% parameter reduction, and 21% flops reduction, demonstrating the potential of hrvit as strong vision backbones.",,2021-11-01,,"['jiaqi gu', 'hyoukjun kwon', 'dilin wang', 'wei ye', 'meng li', 'yu-hsin chen', 'liangzhen lai', 'vikas chandra', 'david z. pan']"
2111.01243,recent advances in natural language processing via large pre-trained   language models: a survey,cs.cl cs.ai cs.lg,"large, pre-trained transformer-based language models such as bert have drastically changed the natural language processing (nlp) field. we present a survey of recent work that uses these large language models to solve nlp tasks via pre-training then fine-tuning, prompting, or text generation approaches. we also present approaches that use pre-trained language models to generate data for training augmentation or other purposes. we conclude with discussions on limitations and suggested directions for future research.",,2021-11-01,,"['bonan min', 'hayley ross', 'elior sulem', 'amir pouran ben veyseh', 'thien huu nguyen', 'oscar sainz', 'eneko agirre', 'ilana heinz', 'dan roth']"
2111.01306,on the current and emerging challenges of developing fair and ethical ai   solutions in financial services,cs.cy cs.ai cs.ce,"artificial intelligence (ai) continues to find more numerous and more critical applications in the financial services industry, giving rise to fair and ethical ai as an industry-wide objective. while many ethical principles and guidelines have been published in recent years, they fall short of addressing the serious challenges that model developers face when building ethical ai solutions. we survey the practical and overarching issues surrounding model development, from design and implementation complexities, to the shortage of tools, and the lack of organizational constructs. we show how practical considerations reveal the gaps between high-level principles and concrete, deployed ai applications, with the aim of starting industry-wide conversations toward solution approaches.",10.1145/3490354.3494408,2021-11-01,,"['eren kurshan', 'jiahao chen', 'victor storchan', 'hongda shen']"
2111.01338,federated split vision transformer for covid-19 cxr diagnosis using   task-agnostic training,eess.iv cs.ai cs.cv,"federated learning, which shares the weights of the neural network across clients, is gaining attention in the healthcare sector as it enables training on a large corpus of decentralized data while maintaining data privacy. for example, this enables neural network training for covid-19 diagnosis on chest x-ray (cxr) images without collecting patient cxr data across multiple hospitals. unfortunately, the exchange of the weights quickly consumes the network bandwidth if highly expressive network architecture is employed. so-called split learning partially solves this problem by dividing a neural network into a client and a server part, so that the client part of the network takes up less extensive computation resources and bandwidth. however, it is not clear how to find the optimal split without sacrificing the overall network performance. to amalgamate these methods and thereby maximize their distinct strengths, here we show that the vision transformer, a recently developed deep learning architecture with straightforward decomposable configuration, is ideally suitable for split learning without sacrificing performance. even under the non-independent and identically distributed data distribution which emulates a real collaboration between hospitals using cxr datasets from multiple sources, the proposed framework was able to attain performance comparable to data-centralized training. in addition, the proposed framework along with heterogeneous multi-task clients also improves individual task performances including the diagnosis of covid-19, eliminating the need for sharing large weights with innumerable parameters. our results affirm the suitability of transformer for collaborative learning in medical imaging and pave the way forward for future real-world implementations.",,2021-11-01,2021-11-03,"['sangjoon park', 'gwanghyun kim', 'jeongsol kim', 'boah kim', 'jong chul ye']"
2111.01364,learning to explore by reinforcement over high-level options,cs.ai,"autonomous 3d environment exploration is a fundamental task for various applications such as navigation. the goal of exploration is to investigate a new environment and build its occupancy map efficiently. in this paper, we propose a new method which grants an agent two intertwined options of behaviors: ""look-around"" and ""frontier navigation"". this is implemented by an option-critic architecture and trained by reinforcement learning algorithms. in each timestep, an agent produces an option and a corresponding action according to the policy. we also take advantage of macro-actions by incorporating classic path-planning techniques to increase training efficiency. we demonstrate the effectiveness of the proposed method on two publicly available 3d environment datasets and the results show our method achieves higher coverage than competing techniques with better efficiency.",,2021-11-02,,"['liu juncheng', 'mccane brendan', 'mills steven']"
2111.01366,improved loss function-based prediction method of extreme temperatures   in greenhouses,cs.ai,"the prediction of extreme greenhouse temperatures to which crops are susceptible is essential in the field of greenhouse planting. it can help avoid heat or freezing damage and economic losses. therefore, it's important to develop models that can predict them accurately. due to the lack of extreme temperature data in datasets, it is challenging for models to accurately predict it. in this paper, we propose an improved loss function, which is suitable for a variety of machine learning models. by increasing the weight of extreme temperature samples and reducing the possibility of misjudging extreme temperature as normal, the proposed loss function can enhance the prediction results in extreme situations. to verify the effectiveness of the proposed method, we implement the improved loss function in lightgbm, long short-term memory, and artificial neural network and conduct experiments on a real-world greenhouse dataset. the results show that the performance of models with the improved loss function is enhanced compared to the original models in extreme cases. the improved models can be used to guarantee the timely judgment of extreme temperatures in agricultural greenhouses, thereby preventing unnecessary losses caused by incorrect predictions.",,2021-11-02,,"['liao qu', 'shuaiqi huang', 'yunsong jia', 'xiang li']"
2111.01371,envelope imbalance learning algorithm based on multilayer fuzzy c-means   clustering and minimum interlayer discrepancy,cs.ai,"imbalanced learning is important and challenging since the problem of the classification of imbalanced datasets is prevalent in machine learning and data mining fields. sampling approaches are proposed to address this issue, and cluster-based oversampling methods have shown great potential as they aim to simultaneously tackle between-class and within-class imbalance issues. however, all existing clustering methods are based on a one-time approach. due to the lack of a priori knowledge, improper setting of the number of clusters often exists, which leads to poor clustering performance. besides, the existing methods are likely to generate noisy instances. to solve these problems, this paper proposes a deep instance envelope network-based imbalanced learning algorithm with the multilayer fuzzy c-means (mlfcm) and a minimum interlayer discrepancy mechanism based on the maximum mean discrepancy (midmd). this algorithm can guarantee high quality balanced instances using a deep instance envelope network in the absence of prior knowledge. in the experimental section, thirty-three popular public datasets are used for verification, and over ten representative algorithms are used for comparison. the experimental results show that the proposed approach significantly outperforms other popular methods.",,2021-11-02,,"['fan li', 'xiaoheng zhang', 'pin wang', 'yongming li']"
2111.01394,solving partial differential equations with point source based on   physics-informed neural networks,cs.lg cs.ai physics.comp-ph,"in recent years, deep learning technology has been used to solve partial differential equations (pdes), among which the physics-informed neural networks (pinns) emerges to be a promising method for solving both forward and inverse pde problems. pdes with a point source that is expressed as a dirac delta function in the governing equations are mathematical models of many physical processes. however, they cannot be solved directly by conventional pinns method due to the singularity brought by the dirac delta function. we propose a universal solution to tackle this problem with three novel techniques. firstly the dirac delta function is modeled as a continuous probability density function to eliminate the singularity; secondly a lower bound constrained uncertainty weighting algorithm is proposed to balance the pinns losses between point source area and other areas; and thirdly a multi-scale deep neural network with periodic activation function is used to improve the accuracy and convergence speed of the pinns method. we evaluate the proposed method with three representative pdes, and the experimental results show that our method outperforms existing deep learning-based methods with respect to the accuracy, the efficiency and the versatility.",,2021-11-02,,"['xiang huang', 'hongsheng liu', 'beiji shi', 'zidong wang', 'kang yang', 'yang li', 'bingya weng', 'min wang', 'haotian chu', 'jing zhou', 'fan yu', 'bei hua', 'lei chen', 'bin dong']"
2111.01398,integrating pretrained language model for dialogue policy learning,cs.cl cs.ai,"reinforcement learning (rl) has been witnessed its potential for training a dialogue policy agent towards maximizing the accumulated rewards given from users. however, the reward can be very sparse for it is usually only provided at the end of a dialog session, which causes unaffordable interaction requirements for an acceptable dialog agent. distinguished from many efforts dedicated to optimizing the policy and recovering the reward alternatively which suffers from easily getting stuck in local optima and model collapse, we decompose the adversarial training into two steps: 1) we integrate a pre-trained language model as a discriminator to judge whether the current system action is good enough for the last user action (i.e., \textit{next action prediction}); 2) the discriminator gives and extra local dense reward to guide the agent's exploration. the experimental result demonstrates that our method significantly improves the complete rate (~4.4\%) and success rate (~8.0\%) of the dialogue system.",,2021-11-02,,"['hongru wang', 'huimin wang', 'zezhong wang', 'kam-fai wong']"
2111.01414,a review of dialogue systems: from trained monkeys to stochastic parrots,cs.cl cs.ai,"in spoken dialogue systems, we aim to deploy artificial intelligence to build automated dialogue agents that can converse with humans. dialogue systems are increasingly being designed to move beyond just imitating conversation and also improve from such interactions over time. in this survey, we present a broad overview of methods developed to build dialogue systems over the years. different use cases for dialogue systems ranging from task-based systems to open domain chatbots motivate and necessitate specific systems. starting from simple rule-based systems, research has progressed towards increasingly complex architectures trained on a massive corpus of datasets, like deep learning systems. motivated with the intuition of resembling human dialogues, progress has been made towards incorporating emotions into the natural language generator, using reinforcement learning. while we see a trend of highly marginal improvement on some metrics, we find that limited justification exists for the metrics, and evaluation practices are not uniform. to conclude, we flag these concerns and highlight possible research directions.",,2021-11-02,,"['atharv singh patlan', 'shiven tripathi', 'shubham korde']"
